# z, h, chi
3.873873873873873830e+00 6.028651346759938967e+00 4.917244079960237286e+03
3.883883883883883836e+00 6.046888744501319302e+00 4.922214339816784559e+03
3.893893893893893843e+00 6.065145949970486505e+00 4.927169623832165598e+03
3.903903903903903849e+00 6.083422937806435726e+00 4.932110005882484984e+03
3.913913913913913856e+00 6.101719682761246766e+00 4.937035559345054025e+03
3.923923923923923862e+00 6.120036159699216327e+00 4.941946357102602633e+03
3.933933933933933869e+00 6.138372343595998260e+00 4.946842471547439345e+03
3.943943943943943875e+00 6.156728209537742913e+00 4.951723974585574979e+03
3.953953953953953881e+00 6.175103732720251593e+00 4.956590937640808079e+03
3.963963963963963888e+00 6.193498888448143447e+00 4.961443431658763075e+03
3.973973973973973894e+00 6.211913652134021468e+00 4.966281527110897514e+03
3.983983983983983901e+00 6.230347999297659811e+00 4.971105293998456546e+03
3.993993993993993907e+00 6.248801905565183112e+00 4.975914801856405575e+03
4.004004004004004358e+00 6.267275346668271574e+00 4.980710119757308348e+03
4.014014014014014364e+00 6.285768298443362490e+00 4.985491316315180484e+03
4.024024024024024371e+00 6.304280736830870424e+00 4.990258459689290248e+03
4.034034034034034377e+00 6.322812637874389630e+00 4.995011617587938417e+03
4.044044044044044384e+00 6.341363977719942646e+00 4.999750857272185385e+03
4.054054054054054390e+00 6.359934732615220909e+00 5.004476245559558265e+03
4.064064064064064397e+00 6.378524878908805817e+00 5.009187848827703419e+03
4.074074074074074403e+00 6.397134393049444867e+00 5.013885733018021710e+03
4.084084084084084409e+00 6.415763251585301141e+00 5.018569963639252819e+03
4.094094094094094416e+00 6.434411431163220563e+00 5.023240605771037735e+03
4.104104104104104422e+00 6.453078908528017799e+00 5.027897724067434865e+03
4.114114114114114429e+00 6.471765660521739960e+00 5.032541382760407942e+03
4.124124124124124435e+00 6.490471664082972048e+00 5.037171645663286654e+03
4.134134134134134442e+00 6.509196896246129960e+00 5.041788576174177251e+03
4.144144144144144448e+00 6.527941334140765051e+00 5.046392237279356777e+03
4.154154154154154455e+00 6.546704954990866909e+00 5.050982691556624559e+03
4.164164164164164461e+00 6.565487736114191897e+00 5.055560001178624589e+03
4.174174174174174468e+00 6.584289654921579249e+00 5.060124227916136078e+03
4.184184184184184474e+00 6.603110688916291160e+00 5.064675433141333087e+03
4.194194194194194480e+00 6.621950815693339543e+00 5.069213677831010500e+03
4.204204204204204487e+00 6.640810012938839435e+00 5.073739022569780900e+03
4.214214214214214493e+00 6.659688258429360630e+00 5.078251527553237793e+03
4.224224224224224500e+00 6.678585530031267758e+00 5.082751252591097909e+03
4.234234234234234506e+00 6.697501805700109223e+00 5.087238257110296217e+03
4.244244244244244513e+00 6.716437063479964387e+00 5.091712600158070927e+03
4.254254254254254519e+00 6.735391281502837835e+00 5.096174340405007570e+03
4.264264264264264526e+00 6.754364437988026992e+00 5.100623536148053063e+03
4.274274274274274532e+00 6.773356511241518163e+00 5.105060245313507949e+03
4.284284284284284539e+00 6.792367479655378126e+00 5.109484525459985889e+03
4.294294294294294545e+00 6.811397321707147512e+00 5.113896433781347696e+03
4.304304304304304551e+00 6.830446015959258155e+00 5.118296027109604438e+03
4.314314314314314558e+00 6.849513541058443344e+00 5.122683361917790535e+03
4.324324324324324564e+00 6.868599875735133864e+00 5.127058494322823208e+03
4.334334334334334571e+00 6.887704998802909984e+00 5.131421480088318276e+03
4.344344344344344577e+00 6.906828889157912599e+00 5.135772374627390491e+03
4.354354354354354584e+00 6.925971525778273907e+00 5.140111233005415670e+03
4.364364364364364590e+00 6.945132887723571180e+00 5.144438109942789197e+03
4.374374374374374597e+00 6.964312954134254774e+00 5.148753059817637222e+03
4.384384384384384603e+00 6.983511704231109007e+00 5.153056136668500585e+03
4.394394394394394610e+00 7.002729117314700602e+00 5.157347394197019639e+03
4.404404404404404616e+00 7.021965172764833341e+00 5.161626885770565423e+03
4.414414414414414622e+00 7.041219850040034700e+00 5.165894664424864459e+03
4.424424424424424629e+00 7.060493128676998964e+00 5.170150782866585359e+03
4.434434434434434635e+00 7.079784988290078296e+00 5.174395293475914514e+03
4.444444444444444642e+00 7.099095408570755161e+00 5.178628248309102673e+03
4.454454454454454648e+00 7.118424369287135178e+00 5.182849699100981525e+03
4.464464464464464655e+00 7.137771850283421315e+00 5.187059697267466618e+03
4.474474474474474661e+00 7.157137831479434276e+00 5.191258293908033011e+03
4.484484484484484668e+00 7.176522292870078701e+00 5.195445539808168178e+03
4.494494494494494674e+00 7.195925214524870661e+00 5.199621485441799450e+03
4.504504504504504681e+00 7.215346576587437610e+00 5.203786180973705086e+03
4.514514514514514687e+00 7.234786359275029888e+00 5.207939676261898057e+03
4.524524524524524693e+00 7.254244542878041990e+00 5.212082020859989825e+03
4.534534534534534700e+00 7.273721107759528515e+00 5.216213264019535018e+03
4.544544544544544706e+00 7.293216034354730759e+00 5.220333454692347914e+03
4.554554554554554713e+00 7.312729303170618422e+00 5.224442641532802554e+03
4.564564564564564719e+00 7.332260894785404659e+00 5.228540872900113754e+03
4.574574574574574726e+00 7.351810789848094885e+00 5.232628196860591743e+03
4.584584584584584732e+00 7.371378969078040910e+00 5.236704661189881335e+03
4.594594594594594739e+00 7.390965413264457773e+00 5.240770313375175647e+03
4.604604604604604745e+00 7.410570103266015174e+00 5.244825200617414339e+03
4.614614614614614752e+00 7.430193020010355198e+00 5.248869369833459132e+03
4.624624624624624758e+00 7.449834144493673094e+00 5.252902867658251125e+03
4.634634634634634764e+00 7.469493457780272294e+00 5.256925740446945383e+03
4.644644644644644771e+00 7.489170941002138093e+00 5.260938034277033694e+03
4.654654654654654777e+00 7.508866575358500661e+00 5.264939794950440955e+03
4.664664664664664784e+00 7.528580342115411383e+00 5.268931067995598823e+03
4.674674674674674790e+00 7.548312222605331634e+00 5.272911898669517541e+03
4.684684684684684797e+00 7.568062198226692239e+00 5.276882331959819567e+03
4.694694694694694803e+00 7.587830250443509783e+00 5.280842412586765931e+03
4.704704704704704810e+00 7.607616360784945186e+00 5.284792185005267129e+03
4.714714714714714816e+00 7.627420510844919121e+00 5.288731693406861268e+03
4.724724724724724823e+00 7.647242682281707005e+00 5.292660981721693133e+03
4.734734734734734829e+00 7.667082856817520664e+00 5.296580093620461412e+03
4.744744744744744835e+00 7.686941016238133528e+00 5.300489072516355918e+03
4.754754754754754842e+00 7.706817142392474729e+00 5.304387961566974809e+03
4.764764764764764848e+00 7.726711217192249848e+00 5.308276803676226336e+03
4.774774774774774855e+00 7.746623222611545678e+00 5.312155641496208773e+03
4.784784784784784861e+00 7.766553140686450085e+00 5.316024517429083971e+03
4.794794794794794868e+00 7.786500953514673640e+00 5.319883473628920910e+03
4.804804804804804874e+00 7.806466643255181026e+00 5.323732552003535602e+03
4.814814814814814881e+00 7.826450192127802907e+00 5.327571794216306444e+03
4.824824824824824887e+00 7.846451582412874437e+00 5.331401241687974107e+03
4.834834834834834894e+00 7.866470796450878211e+00 5.335220935598432334e+03
4.844844844844844900e+00 7.886507816642062352e+00 5.339030916888494176e+03
4.854854854854854906e+00 7.906562625446089676e+00 5.342831226261644588e+03
4.864864864864864913e+00 7.926635205381687754e+00 5.346621904185787571e+03
4.874874874874874919e+00 7.946725539026282981e+00 5.350402990894967843e+03
4.884884884884884926e+00 7.966833609015654183e+00 5.354174526391070685e+03
4.894894894894894932e+00 7.986959398043581793e+00 5.357936550445525427e+03
4.904904904904904939e+00 8.007102888861510337e+00 5.361689102600984370e+03
4.914914914914914945e+00 8.027264064278201161e+00 5.365432222172980801e+03
4.924924924924924952e+00 8.047442907159387815e+00 5.369165948251584268e+03
4.934934934934934958e+00 8.067639400427450980e+00 5.372890319703036766e+03
4.944944944944944965e+00 8.087853527061076520e+00 5.376605375171369815e+03
4.954954954954954971e+00 8.108085270094919750e+00 5.380311153080016084e+03
4.964964964964964977e+00 8.128334612619298127e+00 5.384007691633398281e+03
4.974974974974974984e+00 8.148601537779837756e+00 5.387695028818512583e+03
4.984984984984984990e+00 8.168886028777171404e+00 5.391373202406493874e+03
4.994994994994994997e+00 8.189188068866616987e+00 5.395042249954170074e+03
5.005005005005005003e+00 8.209507641357843610e+00 5.398702208805590999e+03
5.015015015015015010e+00 8.229844729614578469e+00 5.402353116093569952e+03
5.025025025025025016e+00 8.250199317054271120e+00 5.405995008741184392e+03
5.035035035035035023e+00 8.270571387147811038e+00 5.409627923463278421e+03
5.045045045045045029e+00 8.290960923419200768e+00 5.413251896767957078e+03
5.055055055055055035e+00 8.311367909445257496e+00 5.416866964958046083e+03
5.065065065065065042e+00 8.331792328855303964e+00 5.420473164132567035e+03
5.075075075075075048e+00 8.352234165330891358e+00 5.424070530188177145e+03
5.085085085085085055e+00 8.372693402605467128e+00 5.427659098820610780e+03
5.095095095095095061e+00 8.393170024464112089e+00 5.431238905526105555e+03
5.105105105105105068e+00 8.413664014743227781e+00 5.434809985602803863e+03
5.115115115115115074e+00 8.434175357330257583e+00 5.438372374152169868e+03
5.125125125125125081e+00 8.454704036163395386e+00 5.441926106080364661e+03
5.135135135135135087e+00 8.475250035231299606e+00 5.445471216099627782e+03
5.145145145145145094e+00 8.495813338572807183e+00 5.449007738729637822e+03
5.155155155155155100e+00 8.516393930276658253e+00 5.452535708298877580e+03
5.165165165165165106e+00 8.536991794481211926e+00 5.456055158945961011e+03
5.175175175175175113e+00 8.557606915374179835e+00 5.459566124620973824e+03
5.185185185185185119e+00 8.578239277192338363e+00 5.463068639086792246e+03
5.195195195195195126e+00 8.598888864221267525e+00 5.466562735920386331e+03
5.205205205205205132e+00 8.619555660795072072e+00 5.470048448514124175e+03
5.215215215215215139e+00 8.640239651296131029e+00 5.473525810077050664e+03
5.225225225225225145e+00 8.660940820154797493e+00 5.476994853636169864e+03
5.235235235235235152e+00 8.681659151849185463e+00 5.480455612037709216e+03
5.245245245245245158e+00 8.702394630904853656e+00 5.483908117948370091e+03
5.255255255255255165e+00 8.723147241894585235e+00 5.487352403856575620e+03
5.265265265265265171e+00 8.743916969438123132e+00 5.490788502073703057e+03
5.275275275275275177e+00 8.764703798201900042e+00 5.494216444735309778e+03
5.285285285285285184e+00 8.785507712898796839e+00 5.497636263802342000e+03
5.295295295295295190e+00 8.806328698287890333e+00 5.501047991062341680e+03
5.305305305305305197e+00 8.827166739174197474e+00 5.504451658130634314e+03
5.315315315315315203e+00 8.848021820408442650e+00 5.507847296451524926e+03
5.325325325325325210e+00 8.868893926886785906e+00 5.511234937299455851e+03
5.335335335335335216e+00 8.889783043550613328e+00 5.514614611780181804e+03
5.345345345345345223e+00 8.910689155386261717e+00 5.517986350831922209e+03
5.355355355355355229e+00 8.931612247424805417e+00 5.521350185226499889e+03
5.365365365365365236e+00 8.952552304741791644e+00 5.524706145570484296e+03
5.375375375375375242e+00 8.973509312457039755e+00 5.528054262306313831e+03
5.385385385385385248e+00 8.994483255734367688e+00 5.531394565713414522e+03
5.395395395395395255e+00 9.015474119781385909e+00 5.534727085909303241e+03
5.405405405405405261e+00 9.036481889849255822e+00 5.538051852850696378e+03
5.415415415415415268e+00 9.057506551232464176e+00 5.541368896334586680e+03
5.425425425425425274e+00 9.078548089268590360e+00 5.544678245999332830e+03
5.435435435435435281e+00 9.099606489338087911e+00 5.547979931325730831e+03
5.445445445445445287e+00 9.120681736864058919e+00 5.551273981638071746e+03
5.455455455455455294e+00 9.141773817312019546e+00 5.554560426105205806e+03
5.465465465465465300e+00 9.162882716189702847e+00 5.557839293741579240e+03
5.475475475475475307e+00 9.184008419046810090e+00 5.561110613408273821e+03
5.485485485485485313e+00 9.205150911474822450e+00 5.564374413814044601e+03
5.495495495495495319e+00 9.226310179106761211e+00 5.567630723516328544e+03
5.505505505505505326e+00 9.247486207617003018e+00 5.570879570922266794e+03
5.515515515515515332e+00 9.268678982721020532e+00 5.574120984289702392e+03
5.525525525525525339e+00 9.289888490175217228e+00 5.577354991728182540e+03
5.535535535535535345e+00 9.311114715776696471e+00 5.580581621199940855e+03
5.545545545545545352e+00 9.332357645363059007e+00 5.583800900520885079e+03
5.555555555555555358e+00 9.353617264812186249e+00 5.587012857361565693e+03
5.565565565565565365e+00 9.374893560042051988e+00 5.590217519248139070e+03
5.575575575575575371e+00 9.396186517010505668e+00 5.593414913563326991e+03
5.585585585585585378e+00 9.417496121715078772e+00 5.596605067547368890e+03
5.595595595595595384e+00 9.438822360192773431e+00 5.599788008298955901e+03
5.605605605605605390e+00 9.460165218519874131e+00 5.602963762776175827e+03
5.615615615615615397e+00 9.481524682811755866e+00 5.606132357797429904e+03
5.625625625625625403e+00 9.502900739222667426e+00 5.609293820042358675e+03
5.635635635635635410e+00 9.524293373945543095e+00 5.612448176052753297e+03
5.645645645645645416e+00 9.545702573211832132e+00 5.615595452233459582e+03
5.655655655655655423e+00 9.567128323291278491e+00 5.618735674853277487e+03
5.665665665665665429e+00 9.588570610491739643e+00 5.621868870045849690e+03
5.675675675675675436e+00 9.610029421158998275e+00 5.624995063810547435e+03
5.685685685685685442e+00 9.631504741676577552e+00 5.628114282013345473e+03
5.695695695695695449e+00 9.652996558465556376e+00 5.631226550387695170e+03
5.705705705705705455e+00 9.674504857984373984e+00 5.634331894535383981e+03
5.715715715715715461e+00 9.696029626728643436e+00 5.637430339927394016e+03
5.725725725725725468e+00 9.717570851230997064e+00 5.640521911904753324e+03
5.735735735735735474e+00 9.739128518060871542e+00 5.643606635679372630e+03
5.745745745745745481e+00 9.760702613824346230e+00 5.646684536334887525e+03
5.755755755755755487e+00 9.782293125163953107e+00 5.649755638827488838e+03
5.765765765765765494e+00 9.803900038758525781e+00 5.652819967986741176e+03
5.775775775775775500e+00 9.825523341322980997e+00 5.655877548516401475e+03
5.785785785785785507e+00 9.847163019608183632e+00 5.658928404995232995e+03
5.795795795795795513e+00 9.868819060400745968e+00 5.661972561877806584e+03
5.805805805805805520e+00 9.890491450522876704e+00 5.665010043495299215e+03
5.815815815815815526e+00 9.912180176832181999e+00 5.668040874056285247e+03
5.825825825825825532e+00 9.933885226221526921e+00 5.671065077647525868e+03
5.835835835835835539e+00 9.955606585618838267e+00 5.674082678234739433e+03
5.845845845845845545e+00 9.977344241986973117e+00 5.677093699663389089e+03
5.855855855855855552e+00 9.999098182323495010e+00 5.680098165659435836e+03
5.865865865865865558e+00 1.002086839366057802e+01 5.683096099830113417e+03
5.875875875875875565e+00 1.004265486306477584e+01 5.686087525664673194e+03
5.885885885885885571e+00 1.006445757763690807e+01 5.689072466535141757e+03
5.895895895895895578e+00 1.008627652451187728e+01 5.692050945697062161e+03
5.905905905905905584e+00 1.010811169085851091e+01 5.695022986290232438e+03
5.915915915915915591e+00 1.012996306387939782e+01 5.697988611339440467e+03
5.925925925925925597e+00 1.015183063081073556e+01 5.700947843755188842e+03
5.935935935935935603e+00 1.017371437892216512e+01 5.703900706334417009e+03
5.945945945945945610e+00 1.019561429551663245e+01 5.706847221761220680e+03
5.955955955955955616e+00 1.021753036793020186e+01 5.709787412607558508e+03
5.965965965965965623e+00 1.023946258353193528e+01 5.712721301333960582e+03
5.975975975975975629e+00 1.026141092972371283e+01 5.715648910290229651e+03
5.985985985985985636e+00 1.028337539394010136e+01 5.718570261716128698e+03
5.995995995995995642e+00 1.030535596364817685e+01 5.721485377742078526e+03
6.006006006006005649e+00 1.032735262634740891e+01 5.724394280389840787e+03
6.016016016016015655e+00 1.034936536956946718e+01 5.727296991573190098e+03
6.026026026026025662e+00 1.037139418087812892e+01 5.730193533098599801e+03
6.036036036036035668e+00 1.039343904786907835e+01 5.733083926665898616e+03
6.046046046046045674e+00 1.041549995816978580e+01 5.735968193868943672e+03
6.056056056056055681e+00 1.043757689943936384e+01 5.738846356196275337e+03
6.066066066066065687e+00 1.045966985936842164e+01 5.741718435031772970e+03
6.076076076076075694e+00 1.048177882567890862e+01 5.744584451655298835e+03
6.086086086086085700e+00 1.050390378612398834e+01 5.747444427243350219e+03
6.096096096096095707e+00 1.052604472848788575e+01 5.750298382869693341e+03
6.106106106106105713e+00 1.054820164058575571e+01 5.753146339506000913e+03
6.116116116116115720e+00 1.057037451026353381e+01 5.755988318022478779e+03
6.126126126126125726e+00 1.059256332539780665e+01 5.758824339188493468e+03
6.136136136136135732e+00 1.061476807389566090e+01 5.761654423673191559e+03
6.146146146146145739e+00 1.063698874369456426e+01 5.764478592046118138e+03
6.156156156156155745e+00 1.065922532276221979e+01 5.767296864777823430e+03
6.166166166166165752e+00 1.068147779909641670e+01 5.770109262240473981e+03
6.176176176176175758e+00 1.070374616072493090e+01 5.772915804708452015e+03
6.186186186186185765e+00 1.072603039570535799e+01 5.775716512358953878e+03
6.196196196196195771e+00 1.074833049212499247e+01 5.778511405272586671e+03
6.206206206206205778e+00 1.077064643810070521e+01 5.781300503433950325e+03
6.216216216216215784e+00 1.079297822177879596e+01 5.784083826732229682e+03
6.226226226226225791e+00 1.081532583133487613e+01 5.786861394961772021e+03
6.236236236236235797e+00 1.083768925497373381e+01 5.789633227822660047e+03
6.246246246246245803e+00 1.086006848092920585e+01 5.792399344921289412e+03
6.256256256256255810e+00 1.088246349746405528e+01 5.795159765770929880e+03
6.266266266266265816e+00 1.090487429286983456e+01 5.797914509792297395e+03
6.276276276276275823e+00 1.092730085546676833e+01 5.800663596314104325e+03
6.286286286286285829e+00 1.094974317360362903e+01 5.803407044573622443e+03
6.296296296296295836e+00 1.097220123565760375e+01 5.806144873717228620e+03
6.306306306306305842e+00 1.099467503003417868e+01 5.808877102800954162e+03
6.316316316316315849e+00 1.101716454516700594e+01 5.811603750791027778e+03
6.326326326326325855e+00 1.103966976951780232e+01 5.814324836564417637e+03
6.336336336336335862e+00 1.106219069157620183e+01 5.817040378909362516e+03
6.346346346346345868e+00 1.108472729985965799e+01 5.819750396525906581e+03
6.356356356356355874e+00 1.110727958291331241e+01 5.822454908026423254e+03
6.366366366366365881e+00 1.112984752930987398e+01 5.825153931936142726e+03
6.376376376376375887e+00 1.115243112764950872e+01 5.827847486693671271e+03
6.386386386386385894e+00 1.117503036655971549e+01 5.830535590651507846e+03
6.396396396396395900e+00 1.119764523469520867e+01 5.833218262076551582e+03
6.406406406406405907e+00 1.122027572073781343e+01 5.835895519150618384e+03
6.416416416416416801e+00 1.124292181339633956e+01 5.838567379970942966e+03
6.426426426426426808e+00 1.126558350140646247e+01 5.841233862550679078e+03
6.436436436436436814e+00 1.128826077353062374e+01 5.843894984819397905e+03
6.446446446446446821e+00 1.131095361855791204e+01 5.846550764623583746e+03
6.456456456456456827e+00 1.133366202530394595e+01 5.849201219727124226e+03
6.466466466466466834e+00 1.135638598261076027e+01 5.851846367811796881e+03
6.476476476476476840e+00 1.137912547934671537e+01 5.854486226477755736e+03
6.486486486486486847e+00 1.140188050440635159e+01 5.857120813244007877e+03
6.496496496496496853e+00 1.142465104671031284e+01 5.859750145548893670e+03
6.506506506506506859e+00 1.144743709520522934e+01 5.862374240750559693e+03
6.516516516516516866e+00 1.147023863886358441e+01 5.864993116127425310e+03
6.526526526526526872e+00 1.149305566668364342e+01 5.867606788878657426e+03
6.536536536536536879e+00 1.151588816768932411e+01 5.870215276124626143e+03
6.546546546546546885e+00 1.153873613093009354e+01 5.872818594907370425e+03
6.556556556556556892e+00 1.156159954548086866e+01 5.875416762191051930e+03
6.566566566566566898e+00 1.158447840044190258e+01 5.878009794862410672e+03
6.576576576576576905e+00 1.160737268493868868e+01 5.880597709731213399e+03
6.586586586586586911e+00 1.163028238812185222e+01 5.883180523530704704e+03
6.596596596596596918e+00 1.165320749916703846e+01 5.885758252918049038e+03
6.606606606606606924e+00 1.167614800727482915e+01 5.888330914474769997e+03
6.616616616616616930e+00 1.169910390167062531e+01 5.890898524707195065e+03
6.626626626626626937e+00 1.172207517160455481e+01 5.893461100046883985e+03
6.636636636636636943e+00 1.174506180635136232e+01 5.896018656851061678e+03
6.646646646646646950e+00 1.176806379521031687e+01 5.898571211403048437e+03
6.656656656656656956e+00 1.179108112750510706e+01 5.901118779912687387e+03
6.666666666666666963e+00 1.181411379258374872e+01 5.903661378516767400e+03
6.676676676676676969e+00 1.183716177981847650e+01 5.906199023279438734e+03
6.686686686686686976e+00 1.186022507860566044e+01 5.908731730192635951e+03
6.696696696696696982e+00 1.188330367836568513e+01 5.911259515176485365e+03
6.706706706706706989e+00 1.190639756854288400e+01 5.913782394079725236e+03
6.716716716716716995e+00 1.192950673860541855e+01 5.916300382680106850e+03
6.726726726726727001e+00 1.195263117804518949e+01 5.918813496684801066e+03
6.736736736736737008e+00 1.197577087637774618e+01 5.921321751730806682e+03
6.746746746746747014e+00 1.199892582314218892e+01 5.923825163385344240e+03
6.756756756756757021e+00 1.202209600790108190e+01 5.926323747146255300e+03
6.766766766766767027e+00 1.204528142024034132e+01 5.928817518442397159e+03
6.776776776776777034e+00 1.206848204976915895e+01 5.931306492634038477e+03
6.786786786786787040e+00 1.209169788611990803e+01 5.933790685013240363e+03
6.796796796796797047e+00 1.211492891894805446e+01 5.936270110804248361e+03
6.806806806806807053e+00 1.213817513793204661e+01 5.938744785163877168e+03
6.816816816816817060e+00 1.216143653277324077e+01 5.941214723181888075e+03
6.826826826826827066e+00 1.218471309319581941e+01 5.943679939881370046e+03
6.836836836836837072e+00 1.220800480894668461e+01 5.946140450219115337e+03
6.846846846846847079e+00 1.223131166979536566e+01 5.948596269085989661e+03
6.856856856856857085e+00 1.225463366553395339e+01 5.951047411307309631e+03
6.866866866866867092e+00 1.227797078597698821e+01 5.953493891643206553e+03
6.876876876876877098e+00 1.230132302096138730e+01 5.955935724788992047e+03
6.886886886886887105e+00 1.232469036034634158e+01 5.958372925375521845e+03
6.896896896896897111e+00 1.234807279401326952e+01 5.960805507969559585e+03
6.906906906906907118e+00 1.237147031186566437e+01 5.963233487074129698e+03
6.916916916916917124e+00 1.239488290382906754e+01 5.965656877128878477e+03
6.926926926926927131e+00 1.241831055985095311e+01 5.968075692510426052e+03
6.936936936936937137e+00 1.244175326990065678e+01 5.970489947532717451e+03
6.946946946946947143e+00 1.246521102396928704e+01 5.972899656447369125e+03
6.956956956956957150e+00 1.248868381206964173e+01 5.975304833444020005e+03
6.966966966966967156e+00 1.251217162423610674e+01 5.977705492650669839e+03
6.976976976976977163e+00 1.253567445052462048e+01 5.980101648134030256e+03
6.986986986986987169e+00 1.255919228101253005e+01 5.982493313899851273e+03
6.996996996996997176e+00 1.258272510579856629e+01 5.984880503893270543e+03
7.007007007007007182e+00 1.260627291500272129e+01 5.987263231999141681e+03
7.017017017017017189e+00 1.262983569876618972e+01 5.989641512042368049e+03
7.027027027027027195e+00 1.265341344725127470e+01 5.992015357788235633e+03
7.037037037037037202e+00 1.267700615064132386e+01 5.994384782942736820e+03
7.047047047047047208e+00 1.270061379914063160e+01 5.996749801152903274e+03
7.057057057057057214e+00 1.272423638297438053e+01 5.999110426007122442e+03
7.067067067067067221e+00 1.274787389238853486e+01 6.001466671035465879e+03
7.077077077077077227e+00 1.277152631764979240e+01 6.003818549710001207e+03
7.087087087087087234e+00 1.279519364904548162e+01 6.006166075445116803e+03
7.097097097097097240e+00 1.281887587688350472e+01 6.008509261597836485e+03
7.107107107107107247e+00 1.284257299149224174e+01 6.010848121468127829e+03
7.117117117117117253e+00 1.286628498322049197e+01 6.013182668299217767e+03
7.127127127127127260e+00 1.289001184243737974e+01 6.015512915277900902e+03
7.137137137137137266e+00 1.291375355953229764e+01 6.017838875534845101e+03
7.147147147147147273e+00 1.293751012491480701e+01 6.020160562144898904e+03
7.157157157157157279e+00 1.296128152901459529e+01 6.022477988127392564e+03
7.167167167167167285e+00 1.298506776228137127e+01 6.024791166446439092e+03
7.177177177177177292e+00 1.300886881518480820e+01 6.027100110011236211e+03
7.187187187187187298e+00 1.303268467821446208e+01 6.029404831676361027e+03
7.197197197197197305e+00 1.305651534187969887e+01 6.031705344242065621e+03
7.207207207207207311e+00 1.308036079670963225e+01 6.034001660454568992e+03
7.217217217217217318e+00 1.310422103325304022e+01 6.036293793006351734e+03
7.227227227227227324e+00 1.312809604207828507e+01 6.038581754536441622e+03
7.237237237237237331e+00 1.315198581377326548e+01 6.040865557630706462e+03
7.247247247247247337e+00 1.317589033894532768e+01 6.043145214822134221e+03
7.257257257257257343e+00 1.319980960822119265e+01 6.045420738591117697e+03
7.267267267267267350e+00 1.322374361224689565e+01 6.047692141365740099e+03
7.277277277277277356e+00 1.324769234168771881e+01 6.049959435522052445e+03
7.287287287287287363e+00 1.327165578722810046e+01 6.052222633384351866e+03
7.297297297297297369e+00 1.329563393957158723e+01 6.054481747225459003e+03
7.307307307307307376e+00 1.331962678944075762e+01 6.056736789266990854e+03
7.317317317317317382e+00 1.334363432757714740e+01 6.058987771679637262e+03
7.327327327327327389e+00 1.336765654474119458e+01 6.061234706583429215e+03
7.337337337337337395e+00 1.339169343171214521e+01 6.063477606048008056e+03
7.347347347347347402e+00 1.341574497928802501e+01 6.065716482092894694e+03
7.357357357357357408e+00 1.343981117828554162e+01 6.067951346687755176e+03
7.367367367367367414e+00 1.346389201954002601e+01 6.070182211752663534e+03
7.377377377377377421e+00 1.348798749390536678e+01 6.072409089158367351e+03
7.387387387387387427e+00 1.351209759225393903e+01 6.074631990726546064e+03
7.397397397397397434e+00 1.353622230547655114e+01 6.076850928230070167e+03
7.407407407407407440e+00 1.356036162448237015e+01 6.079065913393259507e+03
7.417417417417417447e+00 1.358451554019884888e+01 6.081276957892138853e+03
7.427427427427427453e+00 1.360868404357167805e+01 6.083484073354694374e+03
7.437437437437437460e+00 1.363286712556470803e+01 6.085687271361121020e+03
7.447447447447447466e+00 1.365706477715989564e+01 6.087886563444079002e+03
7.457457457457457473e+00 1.368127698935722769e+01 6.090081961088938442e+03
7.467467467467467479e+00 1.370550375317466418e+01 6.092273475734031308e+03
7.477477477477477485e+00 1.372974505964808323e+01 6.094461118770896974e+03
7.487487487487487492e+00 1.375400089983119756e+01 6.096644901544522327e+03
7.497497497497497498e+00 1.377827126479551012e+01 6.098824835353590970e+03
7.507507507507507505e+00 1.380255614563025013e+01 6.101000931450723328e+03
7.517517517517517511e+00 1.382685553344230733e+01 6.103173201042712208e+03
7.527527527527527518e+00 1.385116941935615920e+01 6.105341655290767449e+03
7.537537537537537524e+00 1.387549779451382115e+01 6.107506305310748758e+03
7.547547547547547531e+00 1.389984065007480041e+01 6.109667162173402176e+03
7.557557557557557537e+00 1.392419797721600183e+01 6.111824236904594727e+03
7.567567567567567544e+00 1.394856976713169949e+01 6.113977540485549980e+03
7.577577577577577550e+00 1.397295601103344076e+01 6.116127083853070872e+03
7.587587587587587556e+00 1.399735670015003741e+01 6.118272877899777086e+03
7.597597597597597563e+00 1.402177182572745195e+01 6.120414933474332429e+03
7.607607607607607569e+00 1.404620137902877985e+01 6.122553261381666744e+03
7.617617617617617576e+00 1.407064535133415895e+01 6.124687872383205104e+03
7.627627627627627582e+00 1.409510373394074456e+01 6.126818777197090640e+03
7.637637637637637589e+00 1.411957651816260650e+01 6.128945986498408274e+03
7.647647647647647595e+00 1.414406369533073082e+01 6.131069510919405730e+03
7.657657657657657602e+00 1.416856525679289547e+01 6.133189361049710897e+03
7.667667667667667608e+00 1.419308119391367384e+01 6.135305547436551933e+03
7.677677677677677615e+00 1.421761149807432290e+01 6.137418080584974632e+03
7.687687687687687621e+00 1.424215616067277423e+01 6.139526970958058882e+03
7.697697697697697627e+00 1.426671517312355242e+01 6.141632228977132399e+03
7.707707707707707634e+00 1.429128852685771101e+01 6.143733865021981728e+03
7.717717717717717640e+00 1.431587621332279880e+01 6.145831889431061427e+03
7.727727727727727647e+00 1.434047822398278882e+01 6.147926312501717803e+03
7.737737737737737653e+00 1.436509455031804094e+01 6.150017144490383544e+03
7.747747747747747660e+00 1.438972518382520249e+01 6.152104395612788721e+03
